|||Sütunlar|
Satırlar|||Tüketici Madde Fiyatları (2003=100)|
|||İstanbul-TR10|
||||
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.54|
||0830009. (İnternet Ücreti)|78.2324|
|07-Temmuz|0441001. (Su Faturası)|1.67|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.55|
||0830009. (İnternet Ücreti)|78.2324|
|08-Ağustos|0441001. (Su Faturası)|1.67|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.58|
||0830009. (İnternet Ücreti)|78.2324|
|09-Eylül|0441001. (Su Faturası)|1.67|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.58|
||0830009. (İnternet Ücreti)|70.7688|
|10-Ekim|0441001. (Su Faturası)|1.73|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.58|
||0830009. (İnternet Ücreti)|70.7688|
|11-Kasım|0441001. (Su Faturası)|1.73|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|70.7688|
|12-Aralık|0441001. (Su Faturası)|1.73|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|70.7688|
2007|01-Ocak|0441001. (Su Faturası)|1.77|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|78.1663|
|02-Şubat|0441001. (Su Faturası)|1.79|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|78.1663|
|03-Mart|0441001. (Su Faturası)|1.79|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|78.1663|
|04-Nisan|0441001. (Su Faturası)|1.8|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|69.529|
|05-Mayıs|0441001. (Su Faturası)|1.825|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|69.529|
|06-Haziran|0441001. (Su Faturası)|1.845|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|69.529|
|07-Temmuz|0441001. (Su Faturası)|1.85|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|69.529|
|08-Ağustos|0441001. (Su Faturası)|1.85|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|60.8918|
|09-Eylül|0441001. (Su Faturası)|1.85|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|60.8918|
|10-Ekim|0441001. (Su Faturası)|1.85|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|60.8918|
|11-Kasım|0441001. (Su Faturası)|2.6454|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|60.8918|
|12-Aralık|0441001. (Su Faturası)|2.6454|
||0451001. (Elektrik Ücreti)|0.16|
||0452101. (Doğal Gaz)|0.62|
||0830009. (İnternet Ücreti)|60.8918|
2008|01-Ocak|0441001. (Su Faturası)|2.6454|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.67|
||0830009. (İnternet Ücreti)|60.8586|
|02-Şubat|0441001. (Su Faturası)|2.6454|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.67|
||0830009. (İnternet Ücreti)|60.8586|
|03-Mart|0441001. (Su Faturası)|2.6454|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.6717|
||0830009. (İnternet Ücreti)|60.8586|
|04-Nisan|0441001. (Su Faturası)|2.6719|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.6761|
||0830009. (İnternet Ücreti)|60.8586|
|05-Mayıs|0441001. (Su Faturası)|2.6984|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.6789|
||0830009. (İnternet Ücreti)|60.8586|
|06-Haziran|0441001. (Su Faturası)|2.6984|
||0451001. (Elektrik Ücreti)|0.19|
||0452101. (Doğal Gaz)|0.7335|
||0830009. (İnternet Ücreti)|60.8586|
|07-Temmuz|0441001. (Su Faturası)|2.6984|
||0451001. (Elektrik Ücreti)|0.2287|
||0452101. (Doğal Gaz)|0.7335|
||0830009. (İnternet Ücreti)|60.8586|
|08-Ağustos|0441001. (Su Faturası)|2.759|
||0451001. (Elektrik Ücreti)|0.2261|
||0452101. (Doğal Gaz)|0.858|
||0830009. (İnternet Ücreti)|60.8586|
|09-Eylül|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2261|
||0452101. (Doğal Gaz)|0.8592|
||0830009. (İnternet Ücreti)|60.8586|
|10-Ekim|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|0.8928|
||0830009. (İnternet Ücreti)|60.8586|
|11-Kasım|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|1.0819|
||0830009. (İnternet Ücreti)|60.8586|
|12-Aralık|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2469|
||0452101. (Doğal Gaz)|1.0824|
||0830009. (İnternet Ücreti)|60.8586|
2009|01-Ocak|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|1.0824|
||0830009. (İnternet Ücreti)|32.3397|
|02-Şubat|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|0.9159|
||0830009. (İnternet Ücreti)|32.3397|
|03-Mart|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2493|
||0452101. (Doğal Gaz)|0.9238|
||0830009. (İnternet Ücreti)|29.8997|
|04-Nisan|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.925|
||0830009. (İnternet Ücreti)|29.8997|
|05-Mayıs|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7263|
||0830009. (İnternet Ücreti)|29.8997|
|06-Haziran|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7269|
||0830009. (İnternet Ücreti)|29.8997|
|07-Temmuz|0441001. (Su Faturası)|2.8196|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7269|
||0830009. (İnternet Ücreti)|29.8997|
|08-Ağustos|0441001. (Su Faturası)|2.9387|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7278|
||0830009. (İnternet Ücreti)|29.8997|
|09-Eylül|0441001. (Su Faturası)|3.0577|
||0451001. (Elektrik Ücreti)|0.2453|
||0452101. (Doğal Gaz)|0.7271|
||0830009. (İnternet Ücreti)|29.8997|
|10-Ekim|0441001. (Su Faturası)|3.0577|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.7276|
||0830009. (İnternet Ücreti)|29.8997|
|11-Kasım|0441001. (Su Faturası)|3.0577|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.7282|
||0830009. (İnternet Ücreti)|29.8997|
|12-Aralık|0441001. (Su Faturası)|3.0577|
||0451001. (Elektrik Ücreti)|0.2693|
||0452101. (Doğal Gaz)|0.7285|
||0830009. (İnternet Ücreti)|29.8997|
2010|01-Ocak|0441001. (Su Faturası)|3.0577|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7299|
||0830009. (İnternet Ücreti)|58.3886|
|02-Şubat|0441001. (Su Faturası)|3.0577|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7305|
||0830009. (İnternet Ücreti)|58.3886|
|03-Mart|0441001. (Su Faturası)|3.115|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7312|
||0830009. (İnternet Ücreti)|58.3886|
|04-Nisan|0441001. (Su Faturası)|3.115|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7379|
||0830009. (İnternet Ücreti)|58.3886|
|05-Mayıs|0441001. (Su Faturası)|3.115|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7351|
||0830009. (İnternet Ücreti)|58.3886|
|06-Haziran|0441001. (Su Faturası)|3.2054|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7376|
||0830009. (İnternet Ücreti)|58.3886|
|07-Temmuz|0441001. (Su Faturası)|3.201|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7363|
||0830009. (İnternet Ücreti)|58.3886|
|08-Ağustos|0441001. (Su Faturası)|3.1856|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7358|
||0830009. (İnternet Ücreti)|58.3886|
|09-Eylül|0441001. (Su Faturası)|3.1745|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7356|
||0830009. (İnternet Ücreti)|58.3886|
|10-Ekim|0441001. (Su Faturası)|3.1745|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7369|
||0830009. (İnternet Ücreti)|58.3886|
|11-Kasım|0441001. (Su Faturası)|3.2319|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7375|
||0830009. (İnternet Ücreti)|58.3886|
|12-Aralık|0441001. (Su Faturası)|3.2958|
||0451001. (Elektrik Ücreti)|0.2724|
||0452101. (Doğal Gaz)|0.7388|
||0830009. (İnternet Ücreti)|58.3886|
2011|01-Ocak|0441001. (Su Faturası)|3.5408|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.7385|
||0830009. (İnternet Ücreti)|37.4847|
|02-Şubat|0441001. (Su Faturası)|3.342|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.74|
||0830009. (İnternet Ücreti)|37.4847|
|03-Mart|0441001. (Su Faturası)|3.3744|
||0451001. (Elektrik Ücreti)|0.2718|
||0452101. (Doğal Gaz)|0.7427|
||0830009. (İnternet Ücreti)|37.4847|
|04-Nisan|0441001. (Su Faturası)|3.396|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.7448|
||0830009. (İnternet Ücreti)|37.4847|
|05-Mayıs|0441001. (Su Faturası)|3.4284|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.7462|
||0830009. (İnternet Ücreti)|37.4847|
|06-Haziran|0441001. (Su Faturası)|3.5148|
||0451001. (Elektrik Ücreti)|0.27|
||0452101. (Doğal Gaz)|0.747|
||0830009. (İnternet Ücreti)|37.4847|
|07-Temmuz|0441001. (Su Faturası)|3.4716|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.7472|
||0830009. (İnternet Ücreti)|37.4847|
|08-Ağustos|0441001. (Su Faturası)|3.4608|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.7472|
||0830009. (İnternet Ücreti)|37.4847|
|09-Eylül|0441001. (Su Faturası)|3.4932|
||0451001. (Elektrik Ücreti)|0.2699|
||0452101. (Doğal Gaz)|0.7471|
||0830009. (İnternet Ücreti)|37.4847|
|10-Ekim|0441001. (Su Faturası)|3.5256|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.8389|
||0830009. (İnternet Ücreti)|37.4847|
|11-Kasım|0441001. (Su Faturası)|3.6444|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.8408|
||0830009. (İnternet Ücreti)|37.4847|
|12-Aralık|0441001. (Su Faturası)|3.7092|
||0451001. (Elektrik Ücreti)|0.2958|
||0452101. (Doğal Gaz)|0.8428|
||0830009. (İnternet Ücreti)|37.4847|
2012|01-Ocak|0441001. (Su Faturası)|3.6228|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.8437|
||0830009. (İnternet Ücreti)|50.9075|
|02-Şubat|0441001. (Su Faturası)|3.6444|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.845|
||0830009. (İnternet Ücreti)|50.9075|
|03-Mart|0441001. (Su Faturası)|3.666|
||0451001. (Elektrik Ücreti)|0.2976|
||0452101. (Doğal Gaz)|0.8455|
||0830009. (İnternet Ücreti)|50.9075|
|04-Nisan|0441001. (Su Faturası)|3.6876|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9827|
||0830009. (İnternet Ücreti)|51.2278|
|05-Mayıs|0441001. (Su Faturası)|3.7416|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9831|
||0830009. (İnternet Ücreti)|51.2278|
|06-Haziran|0441001. (Su Faturası)|3.7416|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9833|
||0830009. (İnternet Ücreti)|51.2278|
|07-Temmuz|0441001. (Su Faturası)|3.72|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.984|
||0830009. (İnternet Ücreti)|51.2278|
|08-Ağustos|0441001. (Su Faturası)|3.72|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.982|
||0830009. (İnternet Ücreti)|51.2278|
|09-Eylül|0441001. (Su Faturası)|3.74|
||0451001. (Elektrik Ücreti)|0.3252|
||0452101. (Doğal Gaz)|0.9816|
||0830009. (İnternet Ücreti)|51.2278|
|10-Ekim|0441001. (Su Faturası)|3.7848|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0765|
||0830009. (İnternet Ücreti)|51.2278|
|11-Kasım|0441001. (Su Faturası)|3.8604|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0778|
||0830009. (İnternet Ücreti)|51.2278|
|12-Aralık|0441001. (Su Faturası)|3.882|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0781|
||0830009. (İnternet Ücreti)|54.444|
2013|01-Ocak|0441001. (Su Faturası)|3.966|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0802|
||0830009. (İnternet Ücreti)|58.5834|
|02-Şubat|0441001. (Su Faturası)|4.0308|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0801|
||0830009. (İnternet Ücreti)|58.5834|
|03-Mart|0441001. (Su Faturası)|4.0524|
||0451001. (Elektrik Ücreti)|0.357|
||0452101. (Doğal Gaz)|1.0798|
||0830009. (İnternet Ücreti)|58.5834|
|04-Nisan|0441001. (Su Faturası)|4.0848|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|1.0797|
||0830009. (İnternet Ücreti)|58.5834|
|05-Mayıs|0441001. (Su Faturası)|4.1064|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|1.0808|
||0830009. (İnternet Ücreti)|58.5834|
|06-Haziran|0441001. (Su Faturası)|4.1172|
||0451001. (Elektrik Ücreti)|0.3587|
||0452101. (Doğal Gaz)|1.0801|
||0830009. (İnternet Ücreti)|58.5834|
|07-Temmuz|0441001. (Su Faturası)|4.1496|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0814|
||0830009. (İnternet Ücreti)|58.5834|
|08-Ağustos|0441001. (Su Faturası)|4.1712|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0834|
||0830009. (İnternet Ücreti)|58.5834|
|09-Eylül|0441001. (Su Faturası)|4.1712|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0848|
||0830009. (İnternet Ücreti)|58.5834|
|10-Ekim|0441001. (Su Faturası)|4.2036|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0848|
||0830009. (İnternet Ücreti)|58.5834|
|11-Kasım|0441001. (Su Faturası)|4.2792|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.0861|
||0830009. (İnternet Ücreti)|58.5834|
|12-Aralık|0441001. (Su Faturası)|4.29|
||0451001. (Elektrik Ücreti)|0.3585|
||0452101. (Doğal Gaz)|1.087|
||0830009. (İnternet Ücreti)|58.5834|
2014|01-Ocak|0441001. (Su Faturası)|4.29|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|1.0879|
||0830009. (İnternet Ücreti)|68.7486|
|02-Şubat|0441001. (Su Faturası)|4.3764|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|1.0895|
||0830009. (İnternet Ücreti)|68.7486|
|03-Mart|0441001. (Su Faturası)|4.398|
||0451001. (Elektrik Ücreti)|0.3577|
||0452101. (Doğal Gaz)|1.0943|
||0830009. (İnternet Ücreti)|68.7486|
|04-Nisan|0441001. (Su Faturası)|4.452|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|1.0963|
||0830009. (İnternet Ücreti)|68.7486|
|05-Mayıs|0441001. (Su Faturası)|4.5168|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|1.0974|
||0830009. (İnternet Ücreti)|68.7486|
|06-Haziran|0441001. (Su Faturası)|4.5384|
||0451001. (Elektrik Ücreti)|0.3588|
||0452101. (Doğal Gaz)|1.0976|
||0830009. (İnternet Ücreti)|68.7486|
|07-Temmuz|0441001. (Su Faturası)|4.56|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|1.0968|
||0830009. (İnternet Ücreti)|68.7486|
|08-Ağustos|0441001. (Su Faturası)|4.5816|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|1.0969|
||0830009. (İnternet Ücreti)|68.7486|
|09-Eylül|0441001. (Su Faturası)|4.5924|
||0451001. (Elektrik Ücreti)|0.3589|
||0452101. (Doğal Gaz)|1.098|
||0830009. (İnternet Ücreti)|68.7486|
|10-Ekim|0441001. (Su Faturası)|4.6032|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1813|
||0830009. (İnternet Ücreti)|68.7486|
|11-Kasım|0441001. (Su Faturası)|4.6896|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.1826|
||0830009. (İnternet Ücreti)|68.7486|
|12-Aralık|0441001. (Su Faturası)|4.7004|
||0451001. (Elektrik Ücreti)|0.3913|
||0452101. (Doğal Gaz)|1.184|
||0830009. (İnternet Ücreti)|68.7486|
2015|01-Ocak|0441001. (Su Faturası)|5.0919|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1825|
||0830009. (İnternet Ücreti)|75.0485|
|02-Şubat|0441001. (Su Faturası)|5.1513|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1813|
||0830009. (İnternet Ücreti)|75.0485|
|03-Mart|0441001. (Su Faturası)|5.1887|
||0451001. (Elektrik Ücreti)|0.3907|
||0452101. (Doğal Gaz)|1.1818|
||0830009. (İnternet Ücreti)|75.0485|
|04-Nisan|0441001. (Su Faturası)|5.2526|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1837|
||0830009. (İnternet Ücreti)|75.0485|
|05-Mayıs|0441001. (Su Faturası)|5.343|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1853|
||0830009. (İnternet Ücreti)|75.0485|
|06-Haziran|0441001. (Su Faturası)|5.3804|
||0451001. (Elektrik Ücreti)|0.3904|
||0452101. (Doğal Gaz)|1.1875|
||0830009. (İnternet Ücreti)|75.0485|
|07-Temmuz|0441001. (Su Faturası)|5.3585|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.1893|
||0830009. (İnternet Ücreti)|75.0485|
|08-Ağustos|0441001. (Su Faturası)|5.3694|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.1897|
||0830009. (İnternet Ücreti)|75.0485|
|09-Eylül|0441001. (Su Faturası)|5.3959|
||0451001. (Elektrik Ücreti)|0.3906|
||0452101. (Doğal Gaz)|1.1892|
||0830009. (İnternet Ücreti)|75.0485|
|10-Ekim|0441001. (Su Faturası)|5.4488|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.1908|
||0830009. (İnternet Ücreti)|75.4412|
|11-Kasım|0441001. (Su Faturası)|5.5347|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.1932|
||0830009. (İnternet Ücreti)|75.4412|
|12-Aralık|0441001. (Su Faturası)|5.5721|
||0451001. (Elektrik Ücreti)|0.3903|
||0452101. (Doğal Gaz)|1.1929|
||0830009. (İnternet Ücreti)|75.4412|
2016|01-Ocak|0441001. (Su Faturası)|5.0539|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.1906|
||0830009. (İnternet Ücreti)|76.0468|
|02-Şubat|0441001. (Su Faturası)|5.1391|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.19|
||0830009. (İnternet Ücreti)|76.0468|
|03-Mart|0441001. (Su Faturası)|5.1391|
||0451001. (Elektrik Ücreti)|0.4117|
||0452101. (Doğal Gaz)|1.1909|
||0830009. (İnternet Ücreti)|76.0468|
|04-Nisan|0441001. (Su Faturası)|5.1391|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.1906|
||0830009. (İnternet Ücreti)|76.0468|
|05-Mayıs|0441001. (Su Faturası)|5.1747|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.1913|
||0830009. (İnternet Ücreti)|76.0468|
|06-Haziran|0441001. (Su Faturası)|5.2023|
||0451001. (Elektrik Ücreti)|0.4123|
||0452101. (Doğal Gaz)|1.1921|
||0830009. (İnternet Ücreti)|76.0468|
|07-Temmuz|0441001. (Su Faturası)|5.2132|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1945|
||0830009. (İnternet Ücreti)|81.7459|
|08-Ağustos|0441001. (Su Faturası)|5.2846|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1952|
||0830009. (İnternet Ücreti)|81.7459|
|09-Eylül|0441001. (Su Faturası)|5.2627|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.1956|
||0830009. (İnternet Ücreti)|81.7459|
|10-Ekim|0441001. (Su Faturası)|5.2737|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.0956|
||0830009. (İnternet Ücreti)|81.7459|
|11-Kasım|0441001. (Su Faturası)|5.3479|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.0961|
||0830009. (İnternet Ücreti)|81.7459|
|12-Aralık|0441001. (Su Faturası)|5.3726|
||0451001. (Elektrik Ücreti)|0.4124|
||0452101. (Doğal Gaz)|1.0975|
||0830009. (İnternet Ücreti)|81.7459|
2017|01-Ocak|0441001. (Su Faturası)|5.435|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1009|
||0830009. (İnternet Ücreti)|54.1051|
|02-Şubat|0441001. (Su Faturası)|5.5587|
||0451001. (Elektrik Ücreti)|0.4118|
